Zone,Type,Latitude,Longitude,Superficie_m2
,,3961278.914534916,790234.7755189659,54.932447662838975
,,3960747.552539858,789770.022862144,3070.153031546861
Souq al-Jumla,,3960797.6426311615,789692.8654301835,12344.924843490477
,,3961297.322717329,790228.9984175183,183.2946260133847
Hôtel Andalucia,,3963908.5801616805,784956.0511904849,3603.6361304778575
,,3958617.4699628935,782531.061054115,312.91859948101563
,,3958850.1135374494,783093.021302426,885.189749155955
,,3958985.8341019657,783153.0311082227,2937.3085238623753
,,3959007.2721758545,783086.6576256363,1817.3099325661426
,,3959081.954504332,783116.522198479,3276.1643008803603
,,3959004.828971995,782997.7603423925,3829.7456055167186
,,3963755.0710683796,791072.7581630507,966.0255931071877
,,3963769.703567958,791128.858206899,944.2604695100625
,,3963698.5243271184,791048.5349905074,797.2511319196822
,,3963646.3798517566,791060.6801283907,929.6486395889176
,,3964498.642600879,787917.6276332132,804.5213898595916
,,3964477.7876875685,787949.0276759545,619.637375917778
,,3964549.205956742,787958.4621431116,521.7048695059502
,,3964866.751680535,787837.98887728,170.1531942041466
,,3964203.7983152033,787966.8808931302,489.5265885279021
,,3964206.585762085,788010.5173111479,1383.133969419572
,,3964863.7009704546,788295.0269100338,57.3305228365267
,,3964857.8656193274,788301.8375960937,39.42186472568298
,,3964852.7275507324,788306.3345674899,110.88891049524396
,,3964842.709420527,788285.4495526197,140.87257693338793
,,3964861.571894068,788270.418634228,191.0731885305108
,,3964860.5565260104,788287.1938170152,67.50285022745734
,,3964874.793346923,788312.044664874,70.73446619111456
,,3964877.019778078,788302.9071475511,70.31727110225044
,,3964876.3990779463,788296.9948123407,38.2867533711911
,,3964876.421890497,788291.2244813575,61.46274439194519
,,3964861.1420845794,788307.1547185605,42.42340903701742
,,3964862.44989457,788312.9696681483,57.47417386935366
,,3964850.562142469,788256.0315245042,53.30542099200154
,,3964766.5774171217,788084.8491218303,427.53527386789307
,,3964782.1815574416,788089.3990350759,39.936825343594876
,,3964761.2583663003,788101.0855129758,143.6939464237038
,,3964772.606120759,788148.9294741061,213.48317336714086
,,3964867.3205190147,788319.2665887139,70.43688469543481
,,3964870.953566143,788334.2490403742,234.65539234406268
,,3965078.901780991,787891.7804641279,74.1805105110267
,,3965087.412176555,787910.845880371,97.07113409618756
,,3964648.227822248,788074.3060296536,236.35099280826583
,,3964644.349505191,788061.3703320868,543.5280656550783
,,3964638.803180075,788043.0475267117,887.1088854076042
,,3964620.4985702224,788066.1668596644,395.076925207341
,,3964623.250044814,788005.9807452151,425.85371415645136
,,3964545.0591751575,787988.2531307945,619.8746928199197
,,3964411.117583184,787951.137066439,181.1826889132709
,,3964418.784202405,787933.3672326866,254.37837527811683
,,3964350.0953602907,787887.5250286926,1135.2247446425547
,,3964345.0900560725,787829.4581298366,2226.104284402344
,,3964404.418419949,787885.6014968458,743.7352740228448
,,3964379.2483237917,787892.1571509195,282.82817994078295
,,3964720.4607526073,787984.9363157076,243.34278176080983
Mosquée Sidi Bou Abib,,3964686.5461034365,787987.2649989065,660.9462804180121
Église Saint-André,,3964628.315457371,787909.4749869959,374.1280668879622
,,3964474.6403737175,787912.8432106976,86.55653895002428
,,3964441.8564033746,787947.9631493234,242.2556644894212
,,3964513.739577742,788047.193687014,185.28265862436976
,,3964496.8131442107,788077.5369815213,216.94363801449973
,,3964472.993935538,788095.169427378,373.5752695549222
,,3964453.8049416444,788095.1020725915,250.16777343224086
,,3964439.4332772205,788096.39229989,262.27185168907164
,,3964424.8115472547,788102.326404621,228.5560393602253
,,3964365.821617006,788119.2627118776,266.03916442419927
,,3964357.328573398,788136.7532092514,211.6682484543072
,,3964303.1123672077,788092.341918139,491.86894577576317
,,3964275.929942088,788094.6251509173,1072.2371145994334
,,3964302.191965896,788135.6780264403,2066.9228720800006
,,3964526.9516087603,788104.3693259917,369.05539507191213
,,3964505.4443288334,788085.9193623933,413.444047487248
,,3964541.4307965357,788032.1575495504,626.7000797974972
,,3964525.7906426806,788065.4213118955,227.291625597518
,,3964551.561381058,788086.3786214027,583.6933223704672
,,3964691.5473217214,788100.4032627014,286.8571975412682
,,3964635.937290727,788098.787112546,272.37946258307505
,,3964663.3421185073,788111.2079144601,1207.9266465458884
,,3964593.179032095,788090.4423428675,1310.7925530803127
,,3964638.2715511345,788131.7465003111,602.2301660658524
,,3964596.221086609,788134.787054065,866.3225365022873
,,3964544.8088119878,788190.6760275939,3327.8491910867433
,,3964527.6477098092,788163.387263208,546.793090611664
,,3964007.8574276655,789273.0248785206,1662.2268733400183
,,3963859.7791079376,789639.2658514355,804.9650761680768
,,3963821.952928631,789662.193298497,2389.598528721944
,,3963748.5789401447,789685.7417824345,1598.8816178711686
,,3963721.8437880985,790269.4738989791,3153.940491336058
,,3963662.312494216,790209.8626774922,344.75793536192805
,,3965386.004882704,787270.8497628521,548.0795552171454
,,3965471.6779183727,787232.8313905036,107.31150741492847
,,3965466.012692767,787220.2072027551,53.26072443352002
,,3965471.7660697773,787218.5261170155,61.65207739766475
,,3965473.046969185,787208.9351576839,124.77720181587621
,,3965445.6126763774,787235.0745285256,399.1740858695076
,,3965316.916230385,787377.8079168418,663.9920533125032
,,3965307.8655515015,787407.2198802414,520.2911391336255
,,3965323.710225212,787419.4976720724,209.7668648750938
,,3965334.3080213126,787325.0771408993,1471.173676256904
,,3965369.929696664,787311.3207674293,241.64649475908243
,,3965219.1293096934,787433.8000701843,565.1588995059874
,,3965328.612789185,787603.5990662524,134.95440160684413
,,3965316.8039155025,787550.0270826617,643.1792627392089
,,3965222.319488198,787566.5818887138,250.7779491665964
,,3965160.1091560093,787828.03086297,76.31443830195983
,,3965145.8190862415,787874.5928485332,512.0325827781694
,,3965106.6685265466,787904.7073567001,487.3234450729516
,,3964776.6551002003,788117.9319099957,422.9280094838584
,,3964750.9887850736,788105.8722936913,83.94431787759986
,,3964730.6709263963,788120.3130967349,377.198374527365
,,3964710.4082378414,788160.9705661716,1146.2977609980433
,,3964643.2178256195,788173.6794346406,751.986499759871
,,3964820.1098893546,788207.2405337964,71.37354220899792
,,3964823.379670323,788216.2071377266,100.68471555575303
,,3964826.7517579007,788227.0948623915,94.55498454714015
,,3964827.5241367426,788239.251677264,149.2268826260286
,,3964837.9543210412,788249.7993220043,79.48751405282768
,,3964841.199448118,788264.8179005788,86.84656636381868
,,3964877.3476456054,788263.9787048108,48.40191484475325
,,3964884.39385164,788267.5612450865,31.27589907736242
,,3964849.6734985597,788242.5851274522,230.3021564980377
,,3964832.6807188676,788194.4361147836,158.18698052683652
,,3965195.0895317695,788149.3029899466,15.824907726998372
,,3965189.6633617445,788148.1173958047,12.321776826465141
,,3965141.272143853,788119.0320608683,393.14680986094424
,,3964897.2636773754,788416.0992688446,281.2170576661368
,,3965078.668199434,788366.1303158595,854.4060850588056
,,3964297.77742953,788313.3081159798,241.7689435679959
,,3964236.032257098,788456.9580544347,257.26478062545743
,,3964238.4106379924,788490.3981576902,570.5537862946258
,,3964254.7934982334,788471.2674820697,452.49916516209635
,,3964202.213289746,788513.8399777913,1244.3733935416092
,,3964136.685595888,788552.2912534126,1457.7417837456314
,,3964167.4830022845,788613.4875551863,3586.951964398891
,,3964215.9455357655,788597.1025200641,200.43706136872396
,,3964203.5915741557,788542.267806648,665.7358731916355
,,3964242.0029081823,788598.9965365322,283.3478003145483
,,3964225.775443311,788579.2385098954,172.09384691674882
,,3964112.483940305,788574.5398800488,572.3921298853217
,,3964099.067976012,788590.370395928,354.4505971493215
,,3964113.8759811562,788619.0258962585,839.315990981934
,,3964658.414882789,787969.7264237173,2708.3065291156586
,,3965146.880068283,787839.7490038862,124.63809541761013
,,3965132.394166084,787850.3236005773,338.57539489338416
,,3965102.5400759354,787873.6300747058,553.3821497772215
,,3965009.108862978,787930.2790366972,837.9916727446629
,,3964897.7291049077,788039.3541847235,65.63592146360223
,,3964896.54086176,788027.1556194857,114.07403818675547
,,3964864.3397369063,787792.5043916446,151.0996213381054
,,3964862.9290001984,787808.9710089009,214.72534126890105
,,3964408.7212708113,788100.7817389881,145.64183425291475
,,3964385.808702676,787934.5936098738,222.1790974023699
,,3964346.422545975,787932.2358050245,246.73406089196257
,,3964291.5845104204,788197.1850936079,923.6124739951449
,,3964292.5304908208,788172.6811532378,1053.5785286030411
,,3964283.912354961,788229.4041647109,1029.3970508960163
,,3964013.722872066,788700.1147134299,1726.4263921280626
,,3963899.5178283714,788993.4761745055,3159.6909148222444
,,3963877.8652075008,789068.1223320509,371.2036697959884
,,3963969.556044581,789356.8885507043,834.8166027436873
,,3963878.397868008,789563.263078345,1079.758852027673
,,3963756.729786516,790365.062609342,718.9418053318088
,,3963513.5291163605,790201.0639865202,679.4534933606973
,,3963542.1555807516,790252.4215065093,974.657150172058
,,3963480.6358569404,790204.8630206865,722.9101950141242
,,3963616.9798405683,789855.9864562076,4344.120922709736
,,3964934.085585706,787883.5085337287,493.47111280575245
,,3964911.322381318,787886.0853733207,209.70122104190426
,,3964863.3776352867,787823.3141969047,88.15410720678013
,,3964887.456437314,787902.7279680427,101.11470019478128
,,3964888.3212308423,787915.8488908922,131.08745929155188
,,3964888.9703114647,787929.1259353366,116.88924459340117
,,3964889.753567461,787941.0838721605,116.9657963306231
,,3964890.511563788,787952.7244971447,120.604842881944
,,3964895.114629491,788010.8343177806,235.07992403581576
,,3964893.4727656646,787991.7353473003,200.95194643577474
,,3964891.263478531,787964.5600574346,119.88101589102183
,,3964892.3297110875,787976.6907723007,144.85174042885876
,,3964759.6063934,788052.6295061056,337.28552374815945
,,3964780.8700633887,788070.8107502827,88.85489884251105
,,3964795.2406655913,788077.560121242,52.40395690473084
,,3964748.7993341265,788034.8363463277,102.72964246800875
,,3964318.8911435795,788249.434001116,367.6226396175864
,,3964338.8730862634,788282.5526443986,938.4206237981621
,,3964302.1457571266,788290.007983444,423.9187326060344
,,3964454.19615767,788265.1295383301,1295.7314009221593
,,3964498.930331918,788218.171566522,778.008761280466
,,3964374.4275951916,787783.7395533739,1813.1598279909826
,,3964384.6580439373,787848.695250712,999.4142996678694
,,3964277.970144355,787823.4299443415,1535.6599583315235
,,3965219.134312527,788716.6960732304,16.889869599034583
,,3965220.8246517503,788725.2618377571,19.33059920617194
,,3963777.9133324274,788331.8198777459,548.7226255385876
,,3963760.5866712793,788305.7572594453,766.8938763171158
,,3963797.90485597,788769.4819086273,474.3936137592474
,,3963776.093197687,788763.1767856907,251.3004460010469
,,3963754.9356883927,788748.0322178599,563.5374399206829
,,3963729.08241597,788728.6947444084,823.6360696941631
,,3963748.1137089473,788696.9026115283,889.9832504118822
,,3963793.2005237844,788743.7132448237,192.3824124669652
,,3963541.161014795,788826.042990568,547.8205555798473
,,3963579.0274749035,788839.2508083,623.8950968887268
,,3963614.0607457147,788870.7503723701,732.6762668316898
,,3963665.6905012066,788909.8052578605,1090.9336121152476
,,3963620.7080410253,788943.9435041676,3078.2830122862256
,,3963559.179071827,788908.9113118994,936.1071331444004
,,3963522.0813160986,788877.2065498235,59.22130419423499
,,3963634.1271636123,788860.4842867334,174.2167186379694
,,3963791.8110262556,788902.0088025369,1193.6537313954032
,,3963754.846243486,788903.3349489267,2078.599237879069
,,3963720.7630382814,788872.1683687372,449.0023933724836
,,3963659.457689768,788788.4232663889,948.3869903423567
,,3963656.1040065694,788760.2304119677,1762.141681856484
,,3963585.1067030826,788753.8306601763,1222.2499844404836
,,3963559.115974836,788723.9791836939,259.8063536178088
,,3963454.4135243464,788907.8124876248,256.2434419037353
,,3963414.3952427283,788957.1262004826,891.0631091084915
,,3963503.0499493354,789177.087382642,642.3016858867002
,,3963814.0751521545,789587.7035218533,1019.225280803163
,,3963788.913961924,789603.6576927429,934.5304914818756
,,3965113.0214087595,778038.5273482602,134.81274470132763
,,3965113.5096419808,778061.0333900242,118.72386682353127
,,3965012.9341677735,778030.360750385,856.6245186290596
,,3965009.9268123317,778009.2347976348,127.18575223916982
,,3965050.15863195,778042.7900415985,127.870602642748
,,3964964.170718325,777985.0185503142,594.9430584222949
,,3964926.056542681,777970.0960345741,462.49899850365375
,,3964817.475427609,777930.5850548586,778.6971420127137
,residential,3965027.7372452724,778014.5608958765,19362.698703362454
,,3965358.359109242,786848.0529929859,1967.542514061107
,,3965440.934757552,786296.0749238675,454.6727817245681
,,3965391.117523857,786378.5559765181,91.01909199574028
,,3965459.6447995636,786359.8108805446,181.22146222420835
,,3965462.133943757,786397.8237697408,165.17073502058344
,,3965454.8474549567,786743.1285583711,195.3413966477782
,,3965454.3533903332,786761.230353502,190.26869207486584
,,3965454.538577875,786779.1006937994,154.57375133938126
,,3965455.892149504,786799.5924913026,241.31138377802802
,,3965454.5549913105,786817.9628302449,155.3925423742779
,,3965456.894966236,786865.886269472,252.5782327926758
,,3965460.7757905046,786841.2377417173,437.73609900003686
,,3965455.5171283493,786891.305410003,228.77221972811017
,,3965455.6952194567,786919.8608860496,286.30742166965945
,,3964586.7743721907,787784.4569249175,176.2818827003842
,,3964531.777159945,787706.8639864674,2043.183054312625
,,3964557.6232527955,787741.6859289843,1270.8442548732658
Cathédrale Notre Dame de l’Assomption,,3964414.8834439088,787632.6676872382,1303.3815717670577
,,3964294.2324656313,787520.531079384,630.484676705104
,,3964292.199544255,787587.6804730252,1670.7516143390583
,,3964799.4099871884,787293.5821180451,401.19474236248163
,,3964365.907679822,788145.9643039714,83.4325481184116
,,3964380.728896781,788149.3918930879,264.35506474845084
,,3964377.1660492597,788134.2163067814,453.7151100502276
,,3964569.0932118166,788003.9360672717,6.9257916886538515
,,3964603.4289847016,787986.519186545,227.65053852453843
,,3965269.2888743617,788811.8748251669,1954.7445904950575
,,3965022.710773557,783143.2654122541,2933.0764826887817
,,3965320.00322334,782983.1158192779,808.0552661005632
,,3965285.395028757,782985.189914168,727.6389184639748
,,3965400.513136216,784315.9035622978,3674.7080503292054
,,3961612.121714765,787155.8657353244,311.64804295044325
,,3961602.613339773,787136.6317361126,296.57406137019865
,,3961554.6890012706,787134.5873761348,189.84470930734346
,,3961563.9746550913,787154.099938605,572.3114075067189
,,3961570.5450914768,787180.4753349533,221.97308613279952
,,3961597.6643651756,787165.3647175212,117.56241187464556
,,3961599.7646543826,787178.0473952943,58.09112048205262
,,3961569.344152321,787202.6837985984,179.51943633116284
,,3961550.4512147806,787190.5407198349,250.82112746451116
,,3961525.9379578563,787209.5806351609,494.304068442294
,,3961508.604458717,787182.3778956116,504.8243405704603
,,3961552.0703667197,787101.3839000376,130.29506044182105
,,3961098.8620545524,790070.3177871397,751.7264119523057
,,3964392.076571549,787763.5889062517,208.3798630800697
,,3963765.4892465794,789819.7865487497,372.70908383080973
